BookingID,BookingMonth,Season,RouteName,Region,MarketSegment,Travelers,LeadDays,TripDays,MaxAltitudeM,DifficultyScore,PermitComplexityScore,AcclimatizationDays,GuideIncluded,AccommodationLevel,BookingChannel,SpendPerPersonUSD,TotalSpendUSD,SatisfactionScore,RebookIntentScore,HighValueBooking,HighSatisfaction
NPTRK10160,3,Spring,Ghorepani Poon Hill,Annapurna,Domestic,4,33,6,3210,2,1,1,Yes,Standard,Direct,476.0,1838.0,4.2,5.0,No,No
NPTRK10161,1,Winter,Everest Base Camp,Everest,Domestic,4,54,14,5364,5,4,3,Yes,Budget,Direct,1040.0,4169.0,4.5,4.0,No,Yes
NPTRK10162,5,Spring,Annapurna Circuit,Annapurna,International,2,68,14,5416,5,3,3,Yes,Standard,Corporate/Group,1544.0,3008.0,4.5,5.0,No,Yes
NPTRK10163,4,Spring,Kathmandu-Pokhara Heritage,City & Culture,Domestic,9,38,4,1400,1,1,0,Yes,Standard,Corporate/Group,413.0,3750.0,4.6,4.7,No,Yes
NPTRK10164,9,Autumn,Chitwan Nature & Culture,Terai,Domestic,7,32,5,415,1,1,0,Yes,Standard,Direct,501.0,3573.0,4.9,5.0,No,Yes
NPTRK10165,4,Spring,Langtang Valley,Langtang,International,3,78,9,4773,3,2,2,Yes,Standard,Online Platform,770.0,2293.0,4.6,3.7,No,Yes
NPTRK10166,5,Spring,Mardi Himal,Annapurna,Domestic,9,57,5,4500,3,2,2,No,Standard,Direct,366.0,3330.0,4.5,3.2,No,Yes
NPTRK10167,9,Autumn,Everest View Trek,Everest,SAARC,7,61,9,3880,2,3,1,Yes,Standard,Travel Agent,1098.0,7147.0,4.8,5.0,Yes,Yes
NPTRK10168,5,Spring,Annapurna Circuit,Annapurna,International,3,114,12,5416,5,3,3,Yes,Standard,Online Platform,1437.0,4355.0,3.9,4.4,No,No
NPTRK10169,5,Spring,Mardi Himal,Annapurna,SAARC,4,58,7,4500,3,2,2,Yes,Budget,Direct,585.0,2327.0,4.6,4.9,No,Yes
NPTRK10170,3,Spring,Annapurna Base Camp,Annapurna,International,2,116,11,4130,3,2,2,Yes,Comfort,Direct,1767.0,3641.0,4.4,4.6,No,Yes
NPTRK10171,4,Spring,Everest Base Camp,Everest,International,1,96,14,5364,5,4,4,Yes,Budget,Online Platform,1606.0,1594.0,3.7,4.1,No,No
NPTRK10172,11,Autumn,Ghorepani Poon Hill,Annapurna,Domestic,4,40,3,3210,2,1,0,Yes,Budget,Travel Agent,201.0,824.0,4.4,4.1,No,Yes
NPTRK10173,4,Spring,Langtang Valley,Langtang,International,6,84,7,4773,3,2,2,Yes,Comfort,Travel Agent,800.0,4986.0,5.0,5.0,Yes,Yes
NPTRK10174,10,Autumn,Annapurna Circuit,Annapurna,Domestic,4,60,14,5416,5,3,3,Yes,Standard,Corporate/Group,1113.0,4452.0,4.1,3.9,No,No
NPTRK10175,3,Spring,Kathmandu-Pokhara Heritage,City & Culture,International,2,90,4,1400,1,1,0,No,Comfort,Travel Agent,509.0,992.0,4.5,5.0,No,Yes
NPTRK10176,11,Autumn,Everest Base Camp,Everest,International,2,101,13,5364,5,4,2,Yes,Standard,Online Platform,1797.0,3733.0,4.3,4.0,No,No
NPTRK10177,12,Winter,Annapurna Base Camp,Annapurna,SAARC,3,45,9,4130,3,2,2,Yes,Budget,Direct,566.0,1690.0,4.1,4.2,No,No
NPTRK10178,11,Autumn,Langtang Valley,Langtang,Domestic,6,42,8,4773,3,2,2,No,Standard,Travel Agent,507.0,3022.0,3.6,3.8,No,No
NPTRK10179,6,Monsoon,Annapurna Base Camp,Annapurna,Domestic,7,31,10,4130,3,2,1,Yes,Standard,Travel Agent,585.0,3909.0,4.2,4.7,No,No
NPTRK10180,1,Winter,Everest Base Camp,Everest,International,2,95,16,5364,5,4,4,Yes,Comfort,Travel Agent,2401.0,4778.0,4.9,5.0,Yes,Yes
NPTRK10181,11,Autumn,Ghorepani Poon Hill,Annapurna,International,2,67,5,3210,2,1,1,No,Standard,Direct,478.0,975.0,4.0,4.3,No,No
NPTRK10182,12,Winter,Mardi Himal,Annapurna,International,1,75,5,4500,3,2,2,No,Comfort,Corporate/Group,500.0,483.0,4.0,3.8,No,No
NPTRK10183,9,Autumn,Everest View Trek,Everest,Domestic,4,45,7,3880,2,3,0,Yes,Standard,Corporate/Group,794.0,3322.0,4.1,4.6,No,No
NPTRK10184,5,Spring,Langtang Valley,Langtang,International,5,95,8,4773,3,2,3,Yes,Standard,Corporate/Group,895.0,4506.0,4.6,5.0,No,Yes
NPTRK10185,10,Autumn,Everest Base Camp,Everest,SAARC,3,68,15,5364,5,4,3,Yes,Budget,Direct,1520.0,4523.0,4.0,4.2,No,No
NPTRK10186,9,Autumn,Kathmandu-Pokhara Heritage,City & Culture,Domestic,7,31,6,1400,1,1,0,Yes,Standard,Travel Agent,542.0,3581.0,5.0,4.5,No,Yes
NPTRK10187,5,Spring,Annapurna Base Camp,Annapurna,International,1,78,9,4130,3,2,2,Yes,Comfort,Online Platform,1219.0,1215.0,4.7,4.2,No,Yes
NPTRK10188,11,Autumn,Annapurna Base Camp,Annapurna,SAARC,5,45,10,4130,3,2,2,Yes,Budget,Direct,771.0,3592.0,4.3,4.0,No,No
NPTRK10189,11,Autumn,Mardi Himal,Annapurna,International,3,87,6,4500,3,2,2,Yes,Standard,Travel Agent,678.0,2002.0,4.8,4.8,No,Yes
NPTRK10190,12,Winter,Everest Base Camp,Everest,Domestic,6,45,14,5364,5,4,4,Yes,Standard,Direct,1158.0,7036.0,4.1,3.6,Yes,No
NPTRK10191,4,Spring,Langtang Valley,Langtang,International,2,83,9,4773,3,2,2,Yes,Budget,Direct,759.0,1535.0,4.4,3.9,No,Yes
NPTRK10192,10,Autumn,Manaslu Circuit,Manaslu,Domestic,2,64,15,5106,5,5,3,Yes,Budget,Travel Agent,1338.0,2703.0,4.2,3.5,No,No
NPTRK10193,5,Spring,Upper Mustang,Mustang,International,5,93,12,3840,4,5,2,Yes,Standard,Online Platform,2348.0,11586.0,4.5,4.0,Yes,Yes
NPTRK10194,12,Winter,Ghorepani Poon Hill,Annapurna,International,7,54,4,3210,2,1,1,Yes,Standard,Corporate/Group,375.0,2747.0,4.5,4.4,No,Yes
NPTRK10195,4,Spring,Everest View Trek,Everest,International,2,84,7,3880,2,3,1,Yes,Comfort,Direct,1448.0,2827.0,4.7,4.8,No,Yes
NPTRK10196,10,Autumn,Manaslu Circuit,Manaslu,SAARC,4,66,15,5106,5,5,3,Yes,Budget,Travel Agent,1321.0,5080.0,4.6,4.8,Yes,Yes
NPTRK10197,4,Spring,Everest View Trek,Everest,International,1,64,6,3880,2,3,2,Yes,Comfort,Travel Agent,1187.0,1094.0,4.5,4.2,No,Yes
NPTRK10198,2,Winter,Manaslu Circuit,Manaslu,International,3,98,15,5106,5,5,2,Yes,Budget,Online Platform,1352.0,4092.0,4.1,4.3,No,No
NPTRK10199,4,Spring,Annapurna Base Camp,Annapurna,SAARC,6,80,9,4130,3,2,2,Yes,Budget,Online Platform,618.0,3638.0,4.6,4.2,No,Yes
NPTRK10200,3,Spring,Langtang Valley,Langtang,International,3,92,7,4773,3,2,3,Yes,Comfort,Travel Agent,957.0,2917.0,5.0,5.0,No,Yes
NPTRK10201,1,Winter,Everest View Trek,Everest,SAARC,7,29,7,3880,2,3,1,Yes,Standard,Travel Agent,773.0,5410.0,4.6,4.4,Yes,Yes
NPTRK10202,11,Autumn,Manaslu Circuit,Manaslu,International,2,86,15,5106,5,5,4,Yes,Standard,Travel Agent,2135.0,4273.0,4.1,4.5,No,No
NPTRK10203,11,Autumn,Mardi Himal,Annapurna,International,5,91,7,4500,3,2,2,Yes,Standard,Online Platform,926.0,4628.0,4.5,4.4,No,Yes
NPTRK10204,12,Winter,Ghorepani Poon Hill,Annapurna,International,4,77,7,3210,2,1,2,No,Budget,Travel Agent,411.0,1650.0,3.5,3.5,No,No
NPTRK10205,4,Spring,Annapurna Base Camp,Annapurna,International,5,75,9,4130,3,2,2,No,Standard,Travel Agent,841.0,4130.0,4.5,4.0,No,Yes
NPTRK10206,11,Autumn,Annapurna Base Camp,Annapurna,International,3,83,12,4130,3,2,2,Yes,Standard,Direct,1369.0,4155.0,4.5,4.6,No,Yes
NPTRK10207,2,Winter,Chitwan Nature & Culture,Terai,Domestic,6,19,5,415,1,1,0,Yes,Budget,Travel Agent,304.0,1858.0,4.2,5.0,No,No
NPTRK10208,9,Autumn,Kathmandu-Pokhara Heritage,City & Culture,Domestic,6,47,5,1400,1,1,0,No,Budget,Travel Agent,285.0,1726.0,4.3,4.7,No,No
NPTRK10209,11,Autumn,Everest View Trek,Everest,SAARC,4,47,6,3880,2,3,2,Yes,Standard,Travel Agent,714.0,3016.0,4.2,3.5,No,No
NPTRK10210,11,Autumn,Langtang Valley,Langtang,International,2,78,8,4773,3,2,2,Yes,Standard,Online Platform,722.0,1465.0,4.7,4.5,No,Yes
NPTRK10211,10,Autumn,Upper Mustang,Mustang,International,5,81,11,3840,4,5,1,Yes,Comfort,Travel Agent,2913.0,14872.0,4.8,3.6,Yes,Yes
NPTRK10212,3,Spring,Mardi Himal,Annapurna,International,1,96,7,4500,3,2,2,No,Comfort,Online Platform,910.0,955.0,4.2,5.0,No,No
NPTRK10213,2,Winter,Langtang Valley,Langtang,Domestic,4,33,9,4773,3,2,3,Yes,Standard,Direct,583.0,2218.0,4.7,4.9,No,Yes
NPTRK10214,2,Winter,Mardi Himal,Annapurna,SAARC,1,32,6,4500,3,2,1,Yes,Standard,Corporate/Group,541.0,505.0,4.8,4.9,No,Yes
NPTRK10215,4,Spring,Langtang Valley,Langtang,International,2,73,8,4773,3,2,2,Yes,Standard,Travel Agent,863.0,1782.0,4.4,4.7,No,Yes
NPTRK10216,2,Winter,Ghorepani Poon Hill,Annapurna,Domestic,7,39,4,3210,2,1,0,No,Budget,Travel Agent,166.0,1142.0,4.0,4.1,No,No
NPTRK10217,5,Spring,Ghorepani Poon Hill,Annapurna,International,2,94,5,3210,2,1,0,Yes,Standard,Direct,524.0,1047.0,4.7,4.4,No,Yes
NPTRK10218,2,Winter,Manaslu Circuit,Manaslu,International,2,94,13,5106,5,5,4,Yes,Standard,Travel Agent,1163.0,2392.0,3.8,3.7,No,No
NPTRK10219,9,Autumn,Langtang Valley,Langtang,International,3,101,6,4773,3,2,3,Yes,Standard,Travel Agent,607.0,1852.0,4.1,4.3,No,No
NPTRK10220,4,Spring,Annapurna Circuit,Annapurna,International,5,80,15,5416,5,3,3,Yes,Comfort,Online Platform,1805.0,9227.0,4.7,4.3,Yes,Yes
NPTRK10221,2,Winter,Kathmandu-Pokhara Heritage,City & Culture,Domestic,4,37,5,1400,1,1,0,Yes,Comfort,Online Platform,496.0,1983.0,5.0,5.0,No,Yes
NPTRK10222,11,Autumn,Upper Mustang,Mustang,International,3,101,12,3840,4,5,2,Yes,Standard,Online Platform,2413.0,7495.0,4.5,3.9,Yes,Yes
NPTRK10223,3,Spring,Upper Mustang,Mustang,International,6,117,11,3840,4,5,2,Yes,Standard,Travel Agent,1865.0,11420.0,4.7,4.6,Yes,Yes
NPTRK10224,10,Autumn,Upper Mustang,Mustang,International,2,86,12,3840,4,5,2,Yes,Standard,Direct,2276.0,4502.0,3.8,3.4,No,No
NPTRK10225,12,Winter,Langtang Valley,Langtang,International,2,64,9,4773,3,2,3,Yes,Standard,Travel Agent,843.0,1580.0,4.8,5.0,No,Yes
NPTRK10226,7,Monsoon,Annapurna Base Camp,Annapurna,Domestic,2,59,11,4130,3,2,1,Yes,Standard,Direct,724.0,1487.0,3.5,4.4,No,No
NPTRK10227,11,Autumn,Manaslu Circuit,Manaslu,International,1,104,13,5106,5,5,3,Yes,Budget,Online Platform,1398.0,1378.0,3.8,3.3,No,No
NPTRK10228,2,Winter,Ghorepani Poon Hill,Annapurna,Domestic,5,47,4,3210,2,1,0,No,Budget,Travel Agent,193.0,973.0,3.7,3.7,No,No
NPTRK10229,11,Autumn,Mardi Himal,Annapurna,SAARC,6,76,5,4500,3,2,1,Yes,Comfort,Travel Agent,615.0,3506.0,4.3,4.0,No,No
NPTRK10230,3,Spring,Upper Mustang,Mustang,International,1,101,14,3840,4,5,2,Yes,Standard,Direct,2329.0,2224.0,4.4,4.0,No,Yes
NPTRK10231,7,Monsoon,Upper Mustang,Mustang,International,1,82,13,3840,4,5,1,Yes,Budget,Travel Agent,1838.0,1815.0,4.4,3.5,No,Yes
NPTRK10232,1,Winter,Mardi Himal,Annapurna,Domestic,6,40,7,4500,3,2,2,Yes,Budget,Travel Agent,474.0,2910.0,4.7,5.0,No,Yes
NPTRK10233,11,Autumn,Upper Mustang,Mustang,International,3,88,14,3840,4,5,1,Yes,Comfort,Direct,3613.0,10726.0,4.8,4.5,Yes,Yes
NPTRK10234,5,Spring,Annapurna Base Camp,Annapurna,Domestic,9,56,10,4130,3,2,1,No,Standard,Travel Agent,690.0,6077.0,4.6,4.6,Yes,Yes
NPTRK10235,8,Monsoon,Kathmandu-Pokhara Heritage,City & Culture,SAARC,4,31,6,1400,1,1,0,Yes,Budget,Direct,458.0,1823.0,4.1,4.4,No,No
NPTRK10236,11,Autumn,Mardi Himal,Annapurna,International,1,75,7,4500,3,2,2,Yes,Budget,Travel Agent,806.0,798.0,4.6,4.5,No,Yes
NPTRK10237,4,Spring,Kathmandu-Pokhara Heritage,City & Culture,International,2,77,5,1400,1,1,0,Yes,Standard,Direct,669.0,1294.0,4.3,4.5,No,No
NPTRK10238,4,Spring,Annapurna Base Camp,Annapurna,Domestic,5,55,9,4130,3,2,2,Yes,Budget,Direct,649.0,3300.0,4.6,4.8,No,Yes
NPTRK10239,4,Spring,Langtang Valley,Langtang,International,1,75,7,4773,3,2,2,No,Budget,Corporate/Group,595.0,628.0,3.7,3.4,No,No
NPTRK10240,10,Autumn,Langtang Valley,Langtang,SAARC,5,52,7,4773,3,2,2,Yes,Standard,Travel Agent,658.0,3378.0,4.8,4.1,No,Yes
NPTRK10241,3,Spring,Langtang Valley,Langtang,International,1,78,10,4773,3,2,3,Yes,Comfort,Direct,1325.0,1341.0,4.8,4.8,No,Yes
NPTRK10242,4,Spring,Ghorepani Poon Hill,Annapurna,International,1,74,5,3210,2,1,1,Yes,Comfort,Direct,645.0,665.0,4.7,5.0,No,Yes
NPTRK10243,3,Spring,Mardi Himal,Annapurna,SAARC,3,75,8,4500,3,2,2,Yes,Standard,Direct,718.0,2170.0,4.8,4.1,No,Yes
NPTRK10244,11,Autumn,Manaslu Circuit,Manaslu,International,6,89,15,5106,5,5,3,No,Comfort,Travel Agent,1992.0,12646.0,4.2,3.9,Yes,No
NPTRK10245,5,Spring,Annapurna Circuit,Annapurna,International,3,107,13,5416,5,3,4,Yes,Comfort,Travel Agent,1733.0,5135.0,4.1,3.7,Yes,No
NPTRK10246,5,Spring,Annapurna Base Camp,Annapurna,Domestic,9,54,10,4130,3,2,2,No,Standard,Corporate/Group,611.0,5318.0,4.1,4.6,Yes,No
NPTRK10247,3,Spring,Everest Base Camp,Everest,Domestic,4,83,15,5364,5,4,3,Yes,Comfort,Direct,2070.0,8579.0,4.7,4.5,Yes,Yes
NPTRK10248,9,Autumn,Everest Base Camp,Everest,International,4,118,12,5364,5,4,3,Yes,Comfort,Corporate/Group,2194.0,8834.0,4.7,4.8,Yes,Yes
NPTRK10249,11,Autumn,Upper Mustang,Mustang,International,2,75,12,3840,4,5,1,Yes,Comfort,Online Platform,3231.0,6401.0,4.8,4.1,Yes,Yes
NPTRK10250,9,Autumn,Mardi Himal,Annapurna,SAARC,5,65,6,4500,3,2,2,No,Standard,Travel Agent,493.0,2540.0,4.0,4.1,No,No
NPTRK10251,11,Autumn,Ghorepani Poon Hill,Annapurna,Domestic,2,29,6,3210,2,1,1,Yes,Standard,Travel Agent,433.0,889.0,5.0,4.9,No,Yes
NPTRK10252,4,Spring,Everest Base Camp,Everest,International,2,102,14,5364,5,4,3,Yes,Budget,Direct,1862.0,3663.0,4.6,4.4,No,Yes
NPTRK10253,4,Spring,Annapurna Circuit,Annapurna,SAARC,2,59,13,5416,5,3,3,Yes,Budget,Travel Agent,1115.0,2314.0,4.3,4.0,No,No
NPTRK10254,10,Autumn,Ghorepani Poon Hill,Annapurna,SAARC,3,43,4,3210,2,1,1,Yes,Comfort,Online Platform,475.0,1368.0,4.9,4.0,No,Yes
NPTRK10255,10,Autumn,Annapurna Base Camp,Annapurna,Domestic,3,63,9,4130,3,2,2,Yes,Standard,Travel Agent,674.0,2014.0,4.9,4.5,No,Yes
NPTRK10256,4,Spring,Annapurna Base Camp,Annapurna,SAARC,2,77,9,4130,3,2,1,Yes,Comfort,Online Platform,1009.0,1840.0,4.3,4.6,No,No
NPTRK10257,6,Monsoon,Kathmandu-Pokhara Heritage,City & Culture,International,2,82,3,1400,1,1,0,Yes,Comfort,Travel Agent,428.0,850.0,5.0,4.7,No,Yes
NPTRK10258,11,Autumn,Everest Base Camp,Everest,International,2,108,13,5364,5,4,3,Yes,Comfort,Direct,2351.0,4630.0,4.2,4.6,No,No
NPTRK10259,7,Monsoon,Upper Mustang,Mustang,International,4,73,13,3840,4,5,2,Yes,Standard,Online Platform,2127.0,8760.0,4.5,4.1,Yes,Yes
NPTRK10260,11,Autumn,Ghorepani Poon Hill,Annapurna,SAARC,4,48,5,3210,2,1,1,Yes,Standard,Direct,414.0,1652.0,4.7,4.2,No,Yes
