BookingID,BookingMonth,Season,RouteName,Region,MarketSegment,Travelers,LeadDays,TripDays,MaxAltitudeM,DifficultyScore,PermitComplexityScore,AcclimatizationDays,GuideIncluded,AccommodationLevel,BookingChannel,SpendPerPersonUSD,TotalSpendUSD,SatisfactionScore,RebookIntentScore,HighValueBooking,HighSatisfaction
NPTRK10161,4,Spring,Manaslu Circuit,Manaslu,International,3,92,14,5106,5,5,3,Yes,Standard,Online Platform,1965.0,5980.0,5.0,4.6,Yes,Yes
NPTRK10162,10,Autumn,Langtang Valley,Langtang,Domestic,4,48,9,4773,3,2,2,Yes,Standard,Direct,750.0,3156.0,4.7,4.6,No,Yes
NPTRK10163,1,Winter,Kathmandu-Pokhara Heritage,City & Culture,International,4,56,6,1400,1,1,0,No,Standard,Corporate/Group,569.0,2330.0,4.1,4.2,No,No
NPTRK10164,9,Autumn,Upper Mustang,Mustang,SAARC,2,79,13,3840,4,5,1,Yes,Standard,Online Platform,1675.0,3418.0,3.7,3.6,No,No
NPTRK10165,10,Autumn,Ghorepani Poon Hill,Annapurna,Domestic,7,22,4,3210,2,1,0,No,Budget,Travel Agent,246.0,1786.0,4.2,4.3,No,No
NPTRK10166,11,Autumn,Mardi Himal,Annapurna,Domestic,9,84,5,4500,3,2,2,Yes,Standard,Travel Agent,454.0,4223.0,4.5,3.9,No,Yes
NPTRK10167,11,Autumn,Kathmandu-Pokhara Heritage,City & Culture,Domestic,5,36,5,1400,1,1,0,No,Budget,Online Platform,335.0,1665.0,4.2,3.7,No,No
NPTRK10168,12,Winter,Annapurna Circuit,Annapurna,International,4,90,12,5416,5,3,3,Yes,Comfort,Travel Agent,1539.0,5949.0,4.4,5.0,Yes,Yes
NPTRK10169,8,Monsoon,Chitwan Nature & Culture,Terai,International,1,65,3,415,1,1,0,Yes,Budget,Online Platform,250.0,247.0,4.7,4.6,No,Yes
NPTRK10170,2,Winter,Upper Mustang,Mustang,SAARC,5,40,11,3840,4,5,1,Yes,Standard,Direct,1593.0,8133.0,4.1,3.8,Yes,No
NPTRK10171,1,Winter,Ghorepani Poon Hill,Annapurna,SAARC,2,50,5,3210,2,1,1,Yes,Standard,Online Platform,325.0,662.0,4.5,3.9,No,Yes
NPTRK10172,4,Spring,Everest Base Camp,Everest,SAARC,2,77,15,5364,5,4,4,Yes,Standard,Travel Agent,1756.0,3571.0,4.5,4.2,No,Yes
NPTRK10173,12,Winter,Mardi Himal,Annapurna,Domestic,5,37,7,4500,3,2,3,Yes,Standard,Online Platform,531.0,2621.0,4.5,4.8,No,Yes
NPTRK10174,2,Winter,Ghorepani Poon Hill,Annapurna,SAARC,2,42,4,3210,2,1,0,Yes,Standard,Direct,307.0,604.0,4.2,4.3,No,No
NPTRK10175,10,Autumn,Upper Mustang,Mustang,International,2,88,12,3840,4,5,2,Yes,Standard,Corporate/Group,2552.0,5119.0,4.4,4.6,Yes,Yes
NPTRK10176,10,Autumn,Manaslu Circuit,Manaslu,Domestic,6,34,14,5106,5,5,3,Yes,Budget,Travel Agent,1155.0,6846.0,4.4,4.7,Yes,Yes
NPTRK10177,9,Autumn,Annapurna Base Camp,Annapurna,International,3,78,11,4130,3,2,1,Yes,Standard,Travel Agent,1325.0,4048.0,4.0,4.5,No,No
NPTRK10178,9,Autumn,Annapurna Circuit,Annapurna,Domestic,6,48,13,5416,5,3,4,Yes,Budget,Corporate/Group,1147.0,7015.0,4.3,4.4,Yes,No
NPTRK10179,4,Spring,Everest Base Camp,Everest,International,1,87,15,5364,5,4,3,Yes,Comfort,Online Platform,2523.0,2576.0,4.1,4.2,No,No
NPTRK10180,6,Monsoon,Kathmandu-Pokhara Heritage,City & Culture,Domestic,6,24,5,1400,1,1,0,Yes,Budget,Travel Agent,339.0,1970.0,4.3,5.0,No,No
NPTRK10181,9,Autumn,Everest Base Camp,Everest,International,1,117,15,5364,5,4,3,Yes,Standard,Direct,2266.0,2275.0,4.3,4.3,No,No
NPTRK10182,3,Spring,Upper Mustang,Mustang,SAARC,2,56,13,3840,4,5,2,Yes,Standard,Direct,2103.0,4171.0,4.9,4.4,No,Yes
NPTRK10183,9,Autumn,Everest Base Camp,Everest,International,2,110,12,5364,5,4,4,Yes,Standard,Travel Agent,1466.0,2715.0,4.5,4.3,No,Yes
NPTRK10184,10,Autumn,Everest Base Camp,Everest,International,2,93,14,5364,5,4,3,Yes,Comfort,Direct,2592.0,5036.0,4.4,3.7,No,Yes
NPTRK10185,9,Autumn,Everest Base Camp,Everest,Domestic,6,40,15,5364,5,4,3,Yes,Budget,Direct,1269.0,7769.0,4.2,4.4,Yes,No
NPTRK10186,11,Autumn,Manaslu Circuit,Manaslu,SAARC,2,68,12,5106,5,5,3,Yes,Standard,Direct,1119.0,2281.0,4.1,4.1,No,No
NPTRK10187,6,Monsoon,Everest View Trek,Everest,International,3,55,7,3880,2,3,1,Yes,Comfort,Online Platform,1057.0,3314.0,4.8,4.2,No,Yes
NPTRK10188,12,Winter,Ghorepani Poon Hill,Annapurna,Domestic,3,28,6,3210,2,1,2,Yes,Budget,Online Platform,371.0,1072.0,4.1,4.5,No,No
NPTRK10189,12,Winter,Chitwan Nature & Culture,Terai,Domestic,3,21,3,415,1,1,0,No,Budget,Travel Agent,141.0,409.0,3.5,3.9,No,No
NPTRK10190,2,Winter,Everest View Trek,Everest,Domestic,4,2,7,3880,2,3,1,Yes,Budget,Travel Agent,438.0,1794.0,4.8,5.0,No,Yes
NPTRK10191,11,Autumn,Ghorepani Poon Hill,Annapurna,International,2,67,5,3210,2,1,1,No,Standard,Direct,478.0,975.0,4.0,4.4,No,No
NPTRK10192,8,Monsoon,Everest Base Camp,Everest,International,2,75,14,5364,5,4,3,Yes,Standard,Direct,1611.0,3267.0,4.4,4.7,No,Yes
NPTRK10193,2,Winter,Annapurna Base Camp,Annapurna,International,4,89,10,4130,3,2,1,Yes,Comfort,Travel Agent,1276.0,5034.0,4.4,4.3,No,Yes
NPTRK10194,11,Autumn,Langtang Valley,Langtang,International,1,86,9,4773,3,2,2,Yes,Comfort,Travel Agent,1130.0,1146.0,4.8,5.0,No,Yes
NPTRK10195,10,Autumn,Everest Base Camp,Everest,SAARC,3,68,15,5364,5,4,3,Yes,Budget,Direct,1520.0,4523.0,4.0,4.1,No,No
NPTRK10196,12,Winter,Chitwan Nature & Culture,Terai,Domestic,6,19,6,415,1,1,0,Yes,Standard,Direct,426.0,2415.0,4.4,4.8,No,Yes
NPTRK10197,6,Monsoon,Upper Mustang,Mustang,International,2,72,11,3840,4,5,2,Yes,Comfort,Online Platform,2090.0,4165.0,4.5,4.7,No,Yes
NPTRK10198,3,Spring,Manaslu Circuit,Manaslu,International,2,110,15,5106,5,5,3,Yes,Budget,Travel Agent,1653.0,3291.0,4.1,4.3,No,No
NPTRK10199,2,Winter,Annapurna Circuit,Annapurna,SAARC,4,76,15,5416,5,3,3,Yes,Budget,Direct,1038.0,3882.0,4.1,3.7,No,No
NPTRK10200,12,Winter,Ghorepani Poon Hill,Annapurna,Domestic,7,29,4,3210,2,1,1,Yes,Budget,Corporate/Group,218.0,1572.0,4.4,4.4,No,Yes
NPTRK10201,7,Monsoon,Ghorepani Poon Hill,Annapurna,International,2,63,5,3210,2,1,1,No,Budget,Travel Agent,315.0,607.0,3.9,4.4,No,No
NPTRK10202,12,Winter,Manaslu Circuit,Manaslu,International,3,92,14,5106,5,5,3,Yes,Standard,Travel Agent,1687.0,5114.0,4.5,4.2,Yes,Yes
NPTRK10203,11,Autumn,Everest Base Camp,Everest,Domestic,5,50,15,5364,5,4,3,Yes,Budget,Direct,1289.0,6464.0,4.2,4.2,Yes,No
NPTRK10204,1,Winter,Everest Base Camp,Everest,International,4,85,14,5364,5,4,3,Yes,Standard,Online Platform,1532.0,6235.0,4.2,4.4,Yes,No
NPTRK10205,11,Autumn,Mardi Himal,Annapurna,International,4,82,7,4500,3,2,1,No,Standard,Direct,756.0,3216.0,3.9,3.6,No,No
NPTRK10206,5,Spring,Annapurna Circuit,Annapurna,Domestic,5,68,13,5416,5,3,4,Yes,Standard,Travel Agent,1192.0,5723.0,4.1,5.0,Yes,No
NPTRK10207,6,Monsoon,Annapurna Circuit,Annapurna,International,2,78,12,5416,5,3,3,Yes,Standard,Travel Agent,1209.0,2510.0,3.9,4.0,No,No
NPTRK10208,4,Spring,Manaslu Circuit,Manaslu,Domestic,3,56,14,5106,5,5,3,Yes,Standard,Travel Agent,1432.0,4435.0,4.4,4.1,No,Yes
NPTRK10209,5,Spring,Mardi Himal,Annapurna,Domestic,3,52,4,4500,3,2,2,No,Budget,Direct,257.0,792.0,4.1,4.6,No,No
NPTRK10210,9,Autumn,Annapurna Base Camp,Annapurna,International,4,71,10,4130,3,2,1,Yes,Comfort,Travel Agent,1446.0,5739.0,5.0,4.9,Yes,Yes
NPTRK10211,8,Monsoon,Upper Mustang,Mustang,International,2,88,13,3840,4,5,1,Yes,Standard,Direct,2215.0,4499.0,4.5,5.0,No,Yes
NPTRK10212,9,Autumn,Everest Base Camp,Everest,International,7,100,12,5364,5,4,3,Yes,Comfort,Travel Agent,2088.0,15218.0,4.0,3.9,Yes,No
NPTRK10213,11,Autumn,Upper Mustang,Mustang,International,4,110,13,3840,4,5,2,Yes,Standard,Travel Agent,2342.0,9290.0,4.4,3.9,Yes,Yes
NPTRK10214,11,Autumn,Mardi Himal,Annapurna,International,5,88,7,4500,3,2,2,Yes,Standard,Direct,805.0,4208.0,4.6,4.7,No,Yes
NPTRK10215,8,Monsoon,Chitwan Nature & Culture,Terai,SAARC,5,55,7,415,1,1,0,No,Budget,Travel Agent,411.0,2095.0,4.4,4.0,No,Yes
NPTRK10216,4,Spring,Annapurna Circuit,Annapurna,SAARC,6,89,12,5416,5,3,3,Yes,Standard,Travel Agent,1197.0,6902.0,4.7,4.9,Yes,Yes
NPTRK10217,6,Monsoon,Kathmandu-Pokhara Heritage,City & Culture,International,1,53,5,1400,1,1,0,Yes,Comfort,Corporate/Group,597.0,596.0,4.6,4.7,No,Yes
NPTRK10218,10,Autumn,Manaslu Circuit,Manaslu,International,3,100,15,5106,5,5,3,Yes,Budget,Online Platform,1646.0,4291.0,4.4,4.2,No,Yes
NPTRK10219,10,Autumn,Annapurna Circuit,Annapurna,International,3,121,15,5416,5,3,3,Yes,Standard,Online Platform,1864.0,5646.0,4.5,4.6,Yes,Yes
NPTRK10220,10,Autumn,Langtang Valley,Langtang,International,3,87,9,4773,3,2,3,Yes,Standard,Travel Agent,924.0,2788.0,4.0,4.2,No,No
NPTRK10221,11,Autumn,Langtang Valley,Langtang,International,2,93,8,4773,3,2,2,Yes,Standard,Online Platform,853.0,1658.0,4.6,4.2,No,Yes
NPTRK10222,5,Spring,Kathmandu-Pokhara Heritage,City & Culture,Domestic,5,22,6,1400,1,1,0,No,Budget,Travel Agent,422.0,2054.0,3.7,4.0,No,No
NPTRK10223,10,Autumn,Annapurna Base Camp,Annapurna,International,7,74,11,4130,3,2,2,Yes,Budget,Travel Agent,1165.0,8421.0,4.5,4.8,Yes,Yes
NPTRK10224,7,Monsoon,Upper Mustang,Mustang,International,3,82,13,3840,4,5,2,Yes,Standard,Direct,2048.0,6099.0,4.7,5.0,Yes,Yes
NPTRK10225,5,Spring,Langtang Valley,Langtang,SAARC,7,55,8,4773,3,2,3,Yes,Budget,Corporate/Group,577.0,4056.0,4.8,3.9,No,Yes
NPTRK10226,10,Autumn,Mardi Himal,Annapurna,International,2,101,6,4500,3,2,2,Yes,Comfort,Online Platform,920.0,1896.0,4.7,4.4,No,Yes
NPTRK10227,6,Monsoon,Mardi Himal,Annapurna,Domestic,4,29,6,4500,3,2,2,Yes,Standard,Direct,439.0,1636.0,3.9,4.2,No,No
NPTRK10228,5,Spring,Annapurna Circuit,Annapurna,International,5,93,11,5416,5,3,3,Yes,Comfort,Corporate/Group,1484.0,7576.0,4.5,3.9,Yes,Yes
NPTRK10229,9,Autumn,Mardi Himal,Annapurna,SAARC,6,37,8,4500,3,2,2,Yes,Comfort,Travel Agent,881.0,5171.0,5.0,4.9,Yes,Yes
NPTRK10230,4,Spring,Annapurna Base Camp,Annapurna,SAARC,5,76,10,4130,3,2,1,No,Standard,Travel Agent,709.0,3652.0,4.3,3.2,No,No
NPTRK10231,11,Autumn,Manaslu Circuit,Manaslu,International,2,89,14,5106,5,5,3,Yes,Comfort,Direct,2312.0,4800.0,4.8,4.3,No,Yes
NPTRK10232,1,Winter,Kathmandu-Pokhara Heritage,City & Culture,International,4,67,5,1400,1,1,0,No,Standard,Online Platform,478.0,1923.0,3.5,4.0,No,No
NPTRK10233,10,Autumn,Everest Base Camp,Everest,SAARC,5,77,14,5364,5,4,3,Yes,Comfort,Travel Agent,2249.0,11105.0,4.8,4.7,Yes,Yes
NPTRK10234,8,Monsoon,Manaslu Circuit,Manaslu,SAARC,3,40,14,5106,5,5,2,Yes,Standard,Direct,1297.0,3729.0,4.2,4.2,No,No
NPTRK10235,11,Autumn,Annapurna Base Camp,Annapurna,SAARC,3,61,9,4130,3,2,2,Yes,Standard,Travel Agent,918.0,2622.0,4.4,3.9,No,Yes
NPTRK10236,1,Winter,Everest View Trek,Everest,International,4,82,6,3880,2,3,2,Yes,Standard,Online Platform,624.0,2406.0,5.0,4.7,No,Yes
NPTRK10237,10,Autumn,Annapurna Circuit,Annapurna,International,3,70,12,5416,5,3,3,Yes,Standard,Online Platform,1463.0,4690.0,4.6,4.0,No,Yes
NPTRK10238,3,Spring,Annapurna Base Camp,Annapurna,International,3,73,11,4130,3,2,1,Yes,Budget,Direct,1036.0,3139.0,4.1,4.6,No,No
NPTRK10239,4,Spring,Everest Base Camp,Everest,International,4,119,14,5364,5,4,3,Yes,Comfort,Travel Agent,2611.0,10201.0,4.6,3.9,Yes,Yes
NPTRK10240,11,Autumn,Mardi Himal,Annapurna,SAARC,6,45,5,4500,3,2,2,Yes,Comfort,Travel Agent,579.0,3416.0,5.0,4.8,No,Yes
NPTRK10241,5,Spring,Langtang Valley,Langtang,International,1,79,8,4773,3,2,1,Yes,Standard,Direct,740.0,754.0,4.7,3.8,No,Yes
NPTRK10242,10,Autumn,Annapurna Base Camp,Annapurna,International,3,115,8,4130,3,2,2,No,Standard,Travel Agent,743.0,2181.0,4.1,4.1,No,No
NPTRK10243,8,Monsoon,Chitwan Nature & Culture,Terai,International,3,67,4,415,1,1,0,Yes,Standard,Travel Agent,405.0,1229.0,4.2,4.6,No,No
NPTRK10244,11,Autumn,Mardi Himal,Annapurna,SAARC,4,68,6,4500,3,2,1,Yes,Budget,Direct,573.0,2332.0,4.1,4.0,No,No
NPTRK10245,3,Spring,Manaslu Circuit,Manaslu,International,5,112,15,5106,5,5,2,Yes,Comfort,Direct,2529.0,11644.0,4.7,3.9,Yes,Yes
NPTRK10246,5,Spring,Ghorepani Poon Hill,Annapurna,Domestic,5,41,5,3210,2,1,1,Yes,Budget,Direct,324.0,1647.0,4.2,4.1,No,No
NPTRK10247,3,Spring,Upper Mustang,Mustang,Domestic,4,50,12,3840,4,5,2,Yes,Budget,Travel Agent,1436.0,5523.0,4.5,4.4,Yes,Yes
NPTRK10248,12,Winter,Everest Base Camp,Everest,SAARC,4,51,14,5364,5,4,3,Yes,Standard,Direct,1247.0,5074.0,4.1,5.0,Yes,No
NPTRK10249,5,Spring,Manaslu Circuit,Manaslu,International,1,106,15,5106,5,5,3,Yes,Budget,Direct,1774.0,1810.0,4.4,4.0,No,Yes
NPTRK10250,3,Spring,Mardi Himal,Annapurna,International,2,89,7,4500,3,2,3,Yes,Standard,Direct,946.0,1913.0,4.9,3.9,No,Yes
NPTRK10251,10,Autumn,Langtang Valley,Langtang,Domestic,4,45,9,4773,3,2,3,Yes,Budget,Direct,611.0,2373.0,4.1,4.0,No,No
NPTRK10252,10,Autumn,Ghorepani Poon Hill,Annapurna,International,4,82,6,3210,2,1,1,Yes,Budget,Travel Agent,550.0,2195.0,4.4,4.5,No,Yes
NPTRK10253,8,Monsoon,Everest View Trek,Everest,International,1,53,6,3880,2,3,2,No,Standard,Travel Agent,592.0,588.0,4.0,5.0,No,No
NPTRK10254,3,Spring,Annapurna Base Camp,Annapurna,International,2,102,11,4130,3,2,2,Yes,Comfort,Direct,1332.0,2599.0,4.4,4.8,No,Yes
NPTRK10255,11,Autumn,Manaslu Circuit,Manaslu,International,6,91,15,5106,5,5,3,No,Comfort,Online Platform,2428.0,14102.0,4.5,3.9,Yes,Yes
NPTRK10256,5,Spring,Mardi Himal,Annapurna,International,4,74,8,4500,3,2,2,Yes,Standard,Direct,924.0,3772.0,5.0,3.7,No,Yes
NPTRK10257,2,Winter,Annapurna Circuit,Annapurna,International,8,76,12,5416,5,3,4,Yes,Standard,Corporate/Group,1156.0,9407.0,4.3,3.7,Yes,No
NPTRK10258,1,Winter,Chitwan Nature & Culture,Terai,International,3,74,4,415,1,1,0,Yes,Comfort,Online Platform,523.0,1551.0,4.8,4.6,No,Yes
NPTRK10259,10,Autumn,Langtang Valley,Langtang,SAARC,4,44,11,4773,3,2,2,Yes,Standard,Travel Agent,915.0,3841.0,5.0,4.3,No,Yes
NPTRK10260,7,Monsoon,Upper Mustang,Mustang,International,7,69,13,3840,4,5,2,Yes,Standard,Corporate/Group,2141.0,15223.0,4.5,4.2,Yes,Yes
